ElectionDate,PartyCode,PartyName,RaceCode,OfficeDesc,CountyCode,CountyName,Juris1num,Juris2num,Precincts,PrecinctsReporting,CanNameLast,CanNameFirst,CanNameMiddle,CanVotes
11/8/2016,NOP,Non-Partisan,D23,Shall Judge Patricia J Kelly be retained in Office?,MAN,Manatee,002,,70,70,No,,,43229
11/8/2016,NOP,Non-Partisan,D22,Shall Judge Marva L. Crenshaw be retained in Office?,MAN,Manatee,002,,70,70,No,,,50021
11/8/2016,NOP,Non-Partisan,D21,Shall Judge John Badalamenti be retained in Office?,MAN,Manatee,002,,70,70,No,,,47147
11/8/2016,NOP,Non-Partisan,D2*,Shall Judge Douglas Alan Wallace be retained in Office?,MAN,Manatee,002,,70,70,No,,,45312
11/8/2016,NOP,Non-Partisan,D2*,Shall Judge Douglas Alan Wallace be retained in Office?,PAS,Pasco,002,,112,112,No,,,64298
11/8/2016,NOP,Non-Partisan,D21,Shall Judge John Badalamenti be retained in Office?,PAS,Pasco,002,,112,112,No,,,65550
11/8/2016,NOP,Non-Partisan,D22,Shall Judge Marva L. Crenshaw be retained in Office?,PAS,Pasco,002,,112,112,No,,,68050
11/8/2016,NOP,Non-Partisan,D23,Shall Judge Patricia J Kelly be retained in Office?,PAS,Pasco,002,,112,112,No,,,60609
11/8/2016,NOP,Non-Partisan,D24,Shall Judge Nelly N. Khouzam be retained in Office?,PAS,Pasco,002,,112,112,No,,,69563
11/8/2016,NOP,Non-Partisan,D25,Shall Judge Matt Lucas be retained in Office?,PAS,Pasco,002,,112,112,No,,,63154
11/8/2016,NOP,Non-Partisan,D26,Shall Judge Robert Morris be retained in Office?,PAS,Pasco,002,,112,112,No,,,65903
11/8/2016,NOP,Non-Partisan,D29,Shall Judge Craig C. Villanti be retained in Office?,PAS,Pasco,002,,112,112,No,,,63765
11/8/2016,NOP,Non-Partisan,D27,Shall Judge Stevan Travis Northcutt be retained in Office?,PAS,Pasco,002,,112,112,No,,,69161
11/8/2016,NOP,Non-Partisan,D28,"Shall Judge Samuel Salario, Jr. be retained in Office?",PAS,Pasco,002,,112,112,No,,,64447
11/8/2016,NOP,Non-Partisan,D28,"Shall Judge Samuel Salario, Jr. be retained in Office?",PIN,Pinellas,002,,299,299,No,,,116332
11/8/2016,NOP,Non-Partisan,D27,Shall Judge Stevan Travis Northcutt be retained in Office?,PIN,Pinellas,002,,299,299,No,,,123387
11/8/2016,NOP,Non-Partisan,D29,Shall Judge Craig C. Villanti be retained in Office?,PIN,Pinellas,002,,299,299,No,,,118013
11/8/2016,NOP,Non-Partisan,D26,Shall Judge Robert Morris be retained in Office?,PIN,Pinellas,002,,299,299,No,,,117052
11/8/2016,NOP,Non-Partisan,D25,Shall Judge Matt Lucas be retained in Office?,PIN,Pinellas,002,,299,299,No,,,113488
11/8/2016,NOP,Non-Partisan,D24,Shall Judge Nelly N. Khouzam be retained in Office?,PIN,Pinellas,002,,299,299,No,,,119145
11/8/2016,NOP,Non-Partisan,D23,Shall Judge Patricia J Kelly be retained in Office?,PIN,Pinellas,002,,299,299,No,,,110529
11/8/2016,NOP,Non-Partisan,D22,Shall Judge Marva L. Crenshaw be retained in Office?,PIN,Pinellas,002,,299,299,No,,,122123
11/8/2016,NOP,Non-Partisan,D21,Shall Judge John Badalamenti be retained in Office?,PIN,Pinellas,002,,299,299,No,,,120360
11/8/2016,NOP,Non-Partisan,D2*,Shall Judge Douglas Alan Wallace be retained in Office?,PIN,Pinellas,002,,299,299,No,,,118560
11/8/2016,NOP,Non-Partisan,D2*,Shall Judge Douglas Alan Wallace be retained in Office?,POL,Polk,002,,167,167,No,,,70899
11/8/2016,NOP,Non-Partisan,D21,Shall Judge John Badalamenti be retained in Office?,POL,Polk,002,,167,167,No,,,74307
11/8/2016,NOP,Non-Partisan,D22,Shall Judge Marva L. Crenshaw be retained in Office?,POL,Polk,002,,167,167,No,,,74648
11/8/2016,NOP,Non-Partisan,D23,Shall Judge Patricia J Kelly be retained in Office?,POL,Polk,002,,167,167,No,,,67268
11/8/2016,NOP,Non-Partisan,D24,Shall Judge Nelly N. Khouzam be retained in Office?,POL,Polk,002,,167,167,No,,,79967
11/8/2016,NOP,Non-Partisan,D25,Shall Judge Matt Lucas be retained in Office?,POL,Polk,002,,167,167,No,,,68994
11/8/2016,NOP,Non-Partisan,D26,Shall Judge Robert Morris be retained in Office?,POL,Polk,002,,167,167,No,,,72538
11/8/2016,NOP,Non-Partisan,D29,Shall Judge Craig C. Villanti be retained in Office?,POL,Polk,002,,167,167,No,,,72652
11/8/2016,NOP,Non-Partisan,D27,Shall Judge Stevan Travis Northcutt be retained in Office?,POL,Polk,002,,167,167,No,,,77077
11/8/2016,NOP,Non-Partisan,D28,"Shall Judge Samuel Salario, Jr. be retained in Office?",POL,Polk,002,,167,167,No,,,71708
11/8/2016,NOP,Non-Partisan,D28,"Shall Judge Samuel Salario, Jr. be retained in Office?",SAR,Sarasota,002,,101,101,No,,,49159
11/8/2016,NOP,Non-Partisan,D27,Shall Judge Stevan Travis Northcutt be retained in Office?,SAR,Sarasota,002,,101,101,No,,,59605
11/8/2016,NOP,Non-Partisan,D29,Shall Judge Craig C. Villanti be retained in Office?,SAR,Sarasota,002,,101,101,No,,,48457
11/8/2016,NOP,Non-Partisan,D26,Shall Judge Robert Morris be retained in Office?,SAR,Sarasota,002,,101,101,No,,,48902
11/8/2016,NOP,Non-Partisan,D25,Shall Judge Matt Lucas be retained in Office?,SAR,Sarasota,002,,101,101,No,,,48484
11/8/2016,NOP,Non-Partisan,D24,Shall Judge Nelly N. Khouzam be retained in Office?,SAR,Sarasota,002,,101,101,No,,,60185
11/8/2016,NOP,Non-Partisan,D23,Shall Judge Patricia J Kelly be retained in Office?,SAR,Sarasota,002,,101,101,No,,,46143
11/8/2016,NOP,Non-Partisan,D22,Shall Judge Marva L. Crenshaw be retained in Office?,SAR,Sarasota,002,,101,101,No,,,50369
11/8/2016,NOP,Non-Partisan,D21,Shall Judge John Badalamenti be retained in Office?,SAR,Sarasota,002,,101,101,No,,,51055
11/8/2016,NOP,Non-Partisan,D2*,Shall Judge Douglas Alan Wallace be retained in Office?,SAR,Sarasota,002,,101,101,No,,,48292
11/8/2016,NOP,Non-Partisan,D31,Shall Judge Edwin A. Scales be retained in Office?,DAD,Miami-Dade,003,,854,854,Yes,,,559486
11/8/2016,NOP,Non-Partisan,D32,Shall Judge Linda Ann Wells be retained in Office?,DAD,Miami-Dade,003,,854,854,Yes,,,589880
11/8/2016,NOP,Non-Partisan,D31,Shall Judge Edwin A. Scales be retained in Office?,MON,Monroe,003,,33,33,Yes,,,24118
11/8/2016,NOP,Non-Partisan,D32,Shall Judge Linda Ann Wells be retained in Office?,MON,Monroe,003,,33,33,Yes,,,24090
11/8/2016,NOP,Non-Partisan,D32,Shall Judge Linda Ann Wells be retained in Office?,DAD,Miami-Dade,003,,854,854,No,,,197172
11/8/2016,NOP,Non-Partisan,D31,Shall Judge Edwin A. Scales be retained in Office?,DAD,Miami-Dade,003,,854,854,No,,,218690
11/8/2016,NOP,Non-Partisan,D31,Shall Judge Edwin A. Scales be retained in Office?,MON,Monroe,003,,33,33,No,,,10876
11/8/2016,NOP,Non-Partisan,D32,Shall Judge Linda Ann Wells be retained in Office?,MON,Monroe,003,,33,33,No,,,10557
11/8/2016,NOP,Non-Partisan,D41,Shall Judge Cory J. Ciklin be retained in Office?,BRO,Broward,004,,577,577,Yes,,,481833
11/8/2016,NOP,Non-Partisan,D42,Shall Judge Dorian K. Damoorgian be retained in Office?,BRO,Broward,004,,577,577,Yes,,,472818
11/8/2016,NOP,Non-Partisan,D43,Shall Judge Jonathan D. Gerber be retained in Office?,BRO,Broward,004,,577,577,Yes,,,487164
11/8/2016,NOP,Non-Partisan,D44,Shall Judge Robert M. Gross be retained in Office?,BRO,Broward,004,,577,577,Yes,,,467655
11/8/2016,NOP,Non-Partisan,D45,Shall Judge Spencer D. Levine be retained in Office?,BRO,Broward,004,,577,577,Yes,,,462872
11/8/2016,NOP,Non-Partisan,D46,Shall Judge Melanie G. May be retained in Office?,BRO,Broward,004,,577,577,Yes,,,487129
11/8/2016,NOP,Non-Partisan,D46,Shall Judge Melanie G. May be retained in Office?,IND,Indian River,004,,37,37,Yes,,,40826
11/8/2016,NOP,Non-Partisan,D45,Shall Judge Spencer D. Levine be retained in Office?,IND,Indian River,004,,37,37,Yes,,,39393
11/8/2016,NOP,Non-Partisan,D44,Shall Judge Robert M. Gross be retained in Office?,IND,Indian River,004,,37,37,Yes,,,39599
11/8/2016,NOP,Non-Partisan,D43,Shall Judge Jonathan D. Gerber be retained in Office?,IND,Indian River,004,,37,37,Yes,,,40197
11/8/2016,NOP,Non-Partisan,D42,Shall Judge Dorian K. Damoorgian be retained in Office?,IND,Indian River,004,,37,37,Yes,,,39289
11/8/2016,NOP,Non-Partisan,D41,Shall Judge Cory J. Ciklin be retained in Office?,IND,Indian River,004,,37,37,Yes,,,39930
11/8/2016,NOP,Non-Partisan,D41,Shall Judge Cory J. Ciklin be retained in Office?,MRT,Martin,004,,30,30,Yes,,,47058
11/8/2016,NOP,Non-Partisan,D42,Shall Judge Dorian K. Damoorgian be retained in Office?,MRT,Martin,004,,30,30,Yes,,,46183
11/8/2016,NOP,Non-Partisan,D43,Shall Judge Jonathan D. Gerber be retained in Office?,MRT,Martin,004,,30,30,Yes,,,47734
11/8/2016,NOP,Non-Partisan,D44,Shall Judge Robert M. Gross be retained in Office?,MRT,Martin,004,,30,30,Yes,,,46206
11/8/2016,NOP,Non-Partisan,D45,Shall Judge Spencer D. Levine be retained in Office?,MRT,Martin,004,,30,30,Yes,,,46646
11/8/2016,NOP,Non-Partisan,D46,Shall Judge Melanie G. May be retained in Office?,MRT,Martin,004,,30,30,Yes,,,48660
11/8/2016,NOP,Non-Partisan,D46,Shall Judge Melanie G. May be retained in Office?,OKE,Okeechobee,004,,11,11,Yes,,,7758
11/8/2016,NOP,Non-Partisan,D45,Shall Judge Spencer D. Levine be retained in Office?,OKE,Okeechobee,004,,11,11,Yes,,,7521
11/8/2016,NOP,Non-Partisan,D44,Shall Judge Robert M. Gross be retained in Office?,OKE,Okeechobee,004,,11,11,Yes,,,7415
11/8/2016,NOP,Non-Partisan,D43,Shall Judge Jonathan D. Gerber be retained in Office?,OKE,Okeechobee,004,,11,11,Yes,,,7656
11/8/2016,NOP,Non-Partisan,D42,Shall Judge Dorian K. Damoorgian be retained in Office?,OKE,Okeechobee,004,,11,11,Yes,,,7437
11/8/2016,NOP,Non-Partisan,D41,Shall Judge Cory J. Ciklin be retained in Office?,OKE,Okeechobee,004,,11,11,Yes,,,7555
11/8/2016,NOP,Non-Partisan,D41,Shall Judge Cory J. Ciklin be retained in Office?,PAL,Palm Beach,004,,870,870,Yes,,,359569
11/8/2016,NOP,Non-Partisan,D42,Shall Judge Dorian K. Damoorgian be retained in Office?,PAL,Palm Beach,004,,870,870,Yes,,,345834
11/8/2016,NOP,Non-Partisan,D43,Shall Judge Jonathan D. Gerber be retained in Office?,PAL,Palm Beach,004,,870,870,Yes,,,355966
11/8/2016,NOP,Non-Partisan,D44,Shall Judge Robert M. Gross be retained in Office?,PAL,Palm Beach,004,,870,870,Yes,,,350201
11/8/2016,NOP,Non-Partisan,D45,Shall Judge Spencer D. Levine be retained in Office?,PAL,Palm Beach,004,,870,870,Yes,,,348886
11/8/2016,NOP,Non-Partisan,D46,Shall Judge Melanie G. May be retained in Office?,PAL,Palm Beach,004,,870,870,Yes,,,360934
11/8/2016,NOP,Non-Partisan,D46,Shall Judge Melanie G. May be retained in Office?,STL,St. Lucie,004,,64,64,Yes,,,80098
11/8/2016,NOP,Non-Partisan,D45,Shall Judge Spencer D. Levine be retained in Office?,STL,St. Lucie,004,,64,64,Yes,,,77018
11/8/2016,NOP,Non-Partisan,D44,Shall Judge Robert M. Gross be retained in Office?,STL,St. Lucie,004,,64,64,Yes,,,76933
11/8/2016,NOP,Non-Partisan,D43,Shall Judge Jonathan D. Gerber be retained in Office?,STL,St. Lucie,004,,64,64,Yes,,,78632
11/8/2016,NOP,Non-Partisan,D42,Shall Judge Dorian K. Damoorgian be retained in Office?,STL,St. Lucie,004,,64,64,Yes,,,76874
11/8/2016,NOP,Non-Partisan,D41,Shall Judge Cory J. Ciklin be retained in Office?,STL,St. Lucie,004,,64,64,Yes,,,78031
11/8/2016,NOP,Non-Partisan,D42,Shall Judge Dorian K. Damoorgian be retained in Office?,BRO,Broward,004,,577,577,No,,,173017
11/8/2016,NOP,Non-Partisan,D43,Shall Judge Jonathan D. Gerber be retained in Office?,BRO,Broward,004,,577,577,No,,,160251
11/8/2016,NOP,Non-Partisan,D44,Shall Judge Robert M. Gross be retained in Office?,BRO,Broward,004,,577,577,No,,,177277
11/8/2016,NOP,Non-Partisan,D41,Shall Judge Cory J. Ciklin be retained in Office?,BRO,Broward,004,,577,577,No,,,166912
11/8/2016,NOP,Non-Partisan,D45,Shall Judge Spencer D. Levine be retained in Office?,BRO,Broward,004,,577,577,No,,,170188
11/8/2016,NOP,Non-Partisan,D46,Shall Judge Melanie G. May be retained in Office?,BRO,Broward,004,,577,577,No,,,146459
11/8/2016,NOP,Non-Partisan,D46,Shall Judge Melanie G. May be retained in Office?,IND,Indian River,004,,37,37,No,,,16998
11/8/2016,NOP,Non-Partisan,D45,Shall Judge Spencer D. Levine be retained in Office?,IND,Indian River,004,,37,37,No,,,18323
11/8/2016,NOP,Non-Partisan,D41,Shall Judge Cory J. Ciklin be retained in Office?,IND,Indian River,004,,37,37,No,,,18679
11/8/2016,NOP,Non-Partisan,D44,Shall Judge Robert M. Gross be retained in Office?,IND,Indian River,004,,37,37,No,,,18500
11/8/2016,NOP,Non-Partisan,D43,Shall Judge Jonathan D. Gerber be retained in Office?,IND,Indian River,004,,37,37,No,,,18054
11/8/2016,NOP,Non-Partisan,D42,Shall Judge Dorian K. Damoorgian be retained in Office?,IND,Indian River,004,,37,37,No,,,18950
11/8/2016,NOP,Non-Partisan,D42,Shall Judge Dorian K. Damoorgian be retained in Office?,MRT,Martin,004,,30,30,No,,,19837
11/8/2016,NOP,Non-Partisan,D43,Shall Judge Jonathan D. Gerber be retained in Office?,MRT,Martin,004,,30,30,No,,,18151
11/8/2016,NOP,Non-Partisan,D44,Shall Judge Robert M. Gross be retained in Office?,MRT,Martin,004,,30,30,No,,,19726
11/8/2016,NOP,Non-Partisan,D41,Shall Judge Cory J. Ciklin be retained in Office?,MRT,Martin,004,,30,30,No,,,19433
11/8/2016,NOP,Non-Partisan,D45,Shall Judge Spencer D. Levine be retained in Office?,MRT,Martin,004,,30,30,No,,,19046
11/8/2016,NOP,Non-Partisan,D46,Shall Judge Melanie G. May be retained in Office?,MRT,Martin,004,,30,30,No,,,17294
11/8/2016,NOP,Non-Partisan,D46,Shall Judge Melanie G. May be retained in Office?,OKE,Okeechobee,004,,11,11,No,,,3887
11/8/2016,NOP,Non-Partisan,D45,Shall Judge Spencer D. Levine be retained in Office?,OKE,Okeechobee,004,,11,11,No,,,4114
11/8/2016,NOP,Non-Partisan,D44,Shall Judge Robert M. Gross be retained in Office?,OKE,Okeechobee,004,,11,11,No,,,4220
11/8/2016,NOP,Non-Partisan,D41,Shall Judge Cory J. Ciklin be retained in Office?,OKE,Okeechobee,004,,11,11,No,,,4166
11/8/2016,NOP,Non-Partisan,D43,Shall Judge Jonathan D. Gerber be retained in Office?,OKE,Okeechobee,004,,11,11,No,,,4031
11/8/2016,NOP,Non-Partisan,D42,Shall Judge Dorian K. Damoorgian be retained in Office?,OKE,Okeechobee,004,,11,11,No,,,4274
11/8/2016,NOP,Non-Partisan,D42,Shall Judge Dorian K. Damoorgian be retained in Office?,PAL,Palm Beach,004,,870,870,No,,,115958
11/8/2016,NOP,Non-Partisan,D43,Shall Judge Jonathan D. Gerber be retained in Office?,PAL,Palm Beach,004,,870,870,No,,,107818
11/8/2016,NOP,Non-Partisan,D41,Shall Judge Cory J. Ciklin be retained in Office?,PAL,Palm Beach,004,,870,870,No,,,113224
11/8/2016,NOP,Non-Partisan,D44,Shall Judge Robert M. Gross be retained in Office?,PAL,Palm Beach,004,,870,870,No,,,112982
11/8/2016,NOP,Non-Partisan,D45,Shall Judge Spencer D. Levine be retained in Office?,PAL,Palm Beach,004,,870,870,No,,,113600
11/8/2016,NOP,Non-Partisan,D46,Shall Judge Melanie G. May be retained in Office?,PAL,Palm Beach,004,,870,870,No,,,102030
11/8/2016,NOP,Non-Partisan,D46,Shall Judge Melanie G. May be retained in Office?,STL,St. Lucie,004,,64,64,No,,,34939
11/8/2016,NOP,Non-Partisan,D45,Shall Judge Spencer D. Levine be retained in Office?,STL,St. Lucie,004,,64,64,No,,,37630
11/8/2016,NOP,Non-Partisan,D44,Shall Judge Robert M. Gross be retained in Office?,STL,St. Lucie,004,,64,64,No,,,37648
11/8/2016,NOP,Non-Partisan,D43,Shall Judge Jonathan D. Gerber be retained in Office?,STL,St. Lucie,004,,64,64,No,,,36300
11/8/2016,NOP,Non-Partisan,D42,Shall Judge Dorian K. Damoorgian be retained in Office?,STL,St. Lucie,004,,64,64,No,,,38247
11/8/2016,NOP,Non-Partisan,D41,Shall Judge Cory J. Ciklin be retained in Office?,STL,St. Lucie,004,,64,64,No,,,37700
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,BRE,Brevard,005,,170,170,Yes,,,175224
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,BRE,Brevard,005,,170,170,Yes,,,178136
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,BRE,Brevard,005,,170,170,Yes,,,176542
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",BRE,Brevard,005,,170,170,Yes,,,179054
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",CIT,Citrus,005,,31,31,Yes,,,42686
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,CIT,Citrus,005,,31,31,Yes,,,43448
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,CIT,Citrus,005,,31,31,Yes,,,43614
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,CIT,Citrus,005,,31,31,Yes,,,42481
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,FLA,Flagler,005,,23,23,Yes,,,31064
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,FLA,Flagler,005,,23,23,Yes,,,31505
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,FLA,Flagler,005,,23,23,Yes,,,31402
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",FLA,Flagler,005,,23,23,Yes,,,30752
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",HER,Hernando,005,,37,37,Yes,,,52968
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,HER,Hernando,005,,37,37,Yes,,,53929
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,HER,Hernando,005,,37,37,Yes,,,54175
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,HER,Hernando,005,,37,37,Yes,,,53526
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,LAK,Lake,005,,107,107,Yes,,,89458
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,LAK,Lake,005,,107,107,Yes,,,90104
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,LAK,Lake,005,,107,107,Yes,,,91153
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",LAK,Lake,005,,107,107,Yes,,,88940
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",MRN,Marion,005,,125,125,Yes,,,96470
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,MRN,Marion,005,,125,125,Yes,,,98696
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,MRN,Marion,005,,125,125,Yes,,,99356
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,MRN,Marion,005,,125,125,Yes,,,96547
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,ORA,Orange,005,,247,247,Yes,,,310981
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,ORA,Orange,005,,247,247,Yes,,,309672
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,ORA,Orange,005,,247,247,Yes,,,314194
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",ORA,Orange,005,,247,247,Yes,,,308952
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",OSC,Osceola,005,,81,81,Yes,,,81127
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,OSC,Osceola,005,,81,81,Yes,,,83056
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,OSC,Osceola,005,,81,81,Yes,,,84439
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,OSC,Osceola,005,,81,81,Yes,,,83771
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,PUT,Putnam,005,,0,0,Yes,,,16882
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,PUT,Putnam,005,,0,0,Yes,,,17127
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,PUT,Putnam,005,,0,0,Yes,,,16825
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",PUT,Putnam,005,,0,0,Yes,,,16365
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",SEM,Seminole,005,,80,80,Yes,,,119530
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,SEM,Seminole,005,,80,80,Yes,,,119755
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,SEM,Seminole,005,,80,80,Yes,,,121267
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,SEM,Seminole,005,,80,80,Yes,,,120305
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,STJ,St. Johns,005,,46,46,Yes,,,72297
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,STJ,St. Johns,005,,46,46,Yes,,,76629
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,STJ,St. Johns,005,,46,46,Yes,,,76378
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",STJ,St. Johns,005,,46,46,Yes,,,75892
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",SUM,Sumter,005,,30,30,Yes,,,43338
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,SUM,Sumter,005,,30,30,Yes,,,43804
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,SUM,Sumter,005,,30,30,Yes,,,44345
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,SUM,Sumter,005,,30,30,Yes,,,43176
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,VOL,Volusia,005,,125,125,Yes,,,144268
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,VOL,Volusia,005,,125,125,Yes,,,146332
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,VOL,Volusia,005,,125,125,Yes,,,145053
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",VOL,Volusia,005,,125,125,Yes,,,141344
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",BRE,Brevard,005,,170,170,No,,,85893
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,BRE,Brevard,005,,170,170,No,,,86851
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,BRE,Brevard,005,,170,170,No,,,85168
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,BRE,Brevard,005,,170,170,No,,,88859
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,CIT,Citrus,005,,31,31,No,,,24600
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,CIT,Citrus,005,,31,31,No,,,25836
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,CIT,Citrus,005,,31,31,No,,,24693
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",CIT,Citrus,005,,31,31,No,,,25492
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",FLA,Flagler,005,,23,23,No,,,14876
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,FLA,Flagler,005,,23,23,No,,,14393
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,FLA,Flagler,005,,23,23,No,,,15022
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,FLA,Flagler,005,,23,23,No,,,14365
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,HER,Hernando,005,,37,37,No,,,26689
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,HER,Hernando,005,,37,37,No,,,27521
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,HER,Hernando,005,,37,37,No,,,26816
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",HER,Hernando,005,,37,37,No,,,27661
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",LAK,Lake,005,,107,107,No,,,45360
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,LAK,Lake,005,,107,107,No,,,44521
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,LAK,Lake,005,,107,107,No,,,43803
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,LAK,Lake,005,,107,107,No,,,46317
11/8/2016,NOP,Non-Partisan,D51,Shall Judge Jay Cohen be retained in Office?,MRN,Marion,005,,125,125,No,,,51442
11/8/2016,NOP,Non-Partisan,D52,Shall Judge James A Edwards be retained in Office?,MRN,Marion,005,,125,125,No,,,48900
11/8/2016,NOP,Non-Partisan,D53,Shall Judge Brian Lambert be retained in Office?,MRN,Marion,005,,125,125,No,,,48753
11/8/2016,NOP,Non-Partisan,D54,"Shall Judge Vincent G. Torpy, Jr. be retained in Office?",MRN,Marion,005,,125,125,No,,,51224
